"person_id","point_id","geom","timestamp","exh_id","distance_from_centroid","row_number"
67,675,"0101000020BB0B0000FFB0AE7F631E0C40B89E28996B662040","2021-12-13 12:09:34.527",9,0.44848027992278616,16
67,676,"0101000020BB0B000070CBDD5EEB280C409A7DF83C9A602040","2021-12-13 12:09:34.599",9,0.45229252777786283,17
67,677,"0101000020BB0B00003DBC7D3E8A280C40B93FD67202582040","2021-12-13 12:09:34.67",9,0.4507220025724232,18
67,678,"0101000020BB0B0000D3E51448C4220C4054BCA9E38B5B2040","2021-12-13 12:09:34.777",9,0.4484074583123956,19
67,679,"0101000020BB0B0000E210BA6913440C40D0F253D14C722040","2021-12-13 12:09:34.849",9,0.4701385636814341,20
67,680,"0101000020BB0B000036A2B3FD20500C400ACD3F6AB1822040","2021-12-13 12:09:34.92",9,0.48237011906791,21
67,681,"0101000020BB0B00005643A2A4A4870C406DCBC6280C922040","2021-12-13 12:09:35.027",10,0.5042482130970838,22
67,682,"0101000020BB0B000018C54DC778B20C40DC9170072AA42040","2021-12-13 12:09:35.099",10,0.49577093256320104,23
67,683,"0101000020BB0B0000A825CFF5AEEF0C40B68EF55D48B12040","2021-12-13 12:09:35.17",10,0.4783023917526482,24
67,684,"0101000020BB0B00005F5C7DED720C0D4004242336DCC02040","2021-12-13 12:09:35.277",10,0.47968899736869064,25
67,685,"0101000020BB0B0000DA8318C307010D409D0AFFEE8CBE2040","2021-12-13 12:09:35.349",10,0.4824065243896333,26
67,686,"0101000020BB0B0000676B86079A0A0D40F337BAC11ECE2040","2021-12-13 12:09:35.42",10,0.4935915674964805,27
67,687,"0101000020BB0B0000DA4154E28A060D40A6EDE26340C12040","2021-12-13 12:09:35.527",10,0.4825805367474013,28
67,688,"0101000020BB0B000066120FF425F70C4046E7731DA9B22040","2021-12-13 12:09:35.599",10,0.4761632700132322,29
67,689,"0101000020BB0B00000626801D72FE0C4010F7898664B02040","2021-12-13 12:09:35.67",10,0.4710411084998969,30
67,690,"0101000020BB0B00007AB42B66EA100D4006EB985324B92040","2021-12-13 12:09:35.777",10,0.47059626333791393,31
67,691,"0101000020BB0B0000FF8F3797670E0D408BF3DF60FCC92040","2021-12-13 12:09:35.848",10,0.48780123835837147,32
67,692,"0101000020BB0B00005240922E1CF00C40E88A1982CAD22040","2021-12-13 12:09:35.92",10,0.5093922880479239,33
67,693,"0101000020BB0B00008AD690236FBE0C403A3328310CBD2040","2021-12-13 12:09:36.027",10,0.5099450843910128,34
67,694,"0101000020BB0B00009C6637E0DFB50C40F2DE6289BDB02040","2021-12-13 12:09:36.099",10,0.503570477864423,35
67,695,"0101000020BB0B000069E5B0D01CAB0C40D0291E5A31A52040","2021-12-13 12:09:36.17",10,0.4998458975564418,36
67,696,"0101000020BB0B00007139FDADC3980C40E9976C5C99A32040","2021-12-13 12:09:36.277",10,0.5071246638405899,37
67,697,"0101000020BB0B0000357F016387690C4029BB233C20992040","2021-12-13 12:09:36.348",9,0.5061897827280266,38
67,698,"0101000020BB0B0000D473624366490C40244073BE439F2040","2021-12-13 12:09:36.42",9,0.49522917022521434,39
67,699,"0101000020BB0B00007E642D9C69340C40D7C240371C952040","2021-12-13 12:09:36.527",9,0.47909970098241267,40
67,700,"0101000020BB0B0000E9D67CE7F51A0C409478FB4DE1842040","2021-12-13 12:09:36.598",9,0.45822942523414756,41
67,701,"0101000020BB0B00008A2ED4F6BC100C40340870D0036E2040","2021-12-13 12:09:36.67",9,0.4440283942450282,42
67,702,"0101000020BB0B000000EB9B68B2E70B407FE3BC7B0C5D2040","2021-12-13 12:09:36.777",9,0.419923668317807,43
67,703,"0101000020BB0B0000A32C63B09AE80B404C5C800637612040","2021-12-13 12:09:36.848",9,0.42119257774707874,44
67,704,"0101000020BB0B00006EFD9AB587B90B4020DCB68008592040","2021-12-13 12:09:36.92",9,0.3967953108174544,45
67,705,"0101000020BB0B0000D43D7384D7CF0B405B75AE88555C2040","2021-12-13 12:09:37.027",9,0.4081967274879201,46
67,706,"0101000020BB0B000020666362CBED0B40E5D9151126602040","2021-12-13 12:09:37.098",9,0.42348589559510413,47
67,707,"0101000020BB0B0000E4A7E29B32E80B40BD69C386074B2040","2021-12-13 12:09:37.17",9,0.41839277022532423,48
67,708,"0101000020BB0B00004C211CC943C60B4072FA89ACD2302040","2021-12-13 12:09:37.277",9,0.4046236281280931,49
67,709,"0101000020BB0B0000A0E5262CEBB10B407028E528A92C2040","2021-12-13 12:09:37.348",9,0.39582319594419374,50
67,710,"0101000020BB0B000017D49C6ABC960B40E5E47EE742272040","2021-12-13 12:09:37.42",9,0.38436594443587957,51
67,711,"0101000020BB0B0000345AB43CD2980B4054FA72B442232040","2021-12-13 12:09:37.527",9,0.38679020305208756,52
67,712,"0101000020BB0B0000ECB16719BE8F0B408ACAD511701D2040","2021-12-13 12:09:37.598",9,0.38480661661270055,53
67,713,"0101000020BB0B0000267CAE0E63910B40EC20D131FA0E2040","2021-12-13 12:09:37.669",9,0.3928189697085565,54
67,714,"0101000020BB0B00007C9C22B229AB0B4016745109A42A2040","2021-12-13 12:09:37.776",9,0.3931375895897576,55
67,715,"0101000020BB0B0000943B36C965BE0B409AD6FA23F14D2040","2021-12-13 12:09:37.848",9,0.39807460828522556,56
67,716,"0101000020BB0B0000005B1F22A6C20B4068D7E2AD6D6E2040","2021-12-13 12:09:37.919",9,0.4065921931312761,57
67,717,"0101000020BB0B00004B811CF428CE0B40BC4B848A10722040","2021-12-13 12:09:38.027",9,0.4134350743663231,58
67,718,"0101000020BB0B000046755B00CBD80B400BA2574BC66C2040","2021-12-13 12:09:38.098",9,0.416684485365234,59
67,719,"0101000020BB0B0000EEF2172231F60B406BE9D3B34C742040","2021-12-13 12:09:38.169",9,0.43345720102671503,60
67,720,"0101000020BB0B000079950F886F370C407B25FBA47D962040","2021-12-13 12:09:38.277",9,0.4813422899456797,61
67,721,"0101000020BB0B0000208119CF54420C4030B710320AA72040","2021-12-13 12:09:38.348",9,0.4973765166540451,62
67,722,"0101000020BB0B000067B092DA11420C40EA74A93EC6BC2040","2021-12-13 12:09:38.419",9,0.5144174972048975,63
67,723,"0101000020BB0B000058457FF46D590C40DFA04DEF18C02040","2021-12-13 12:09:38.526",9,0.5275154026436936,64
67,724,"0101000020BB0B0000E7BB45CA6F690C40ED6E31250DC12040","2021-12-13 12:09:38.598",9,0.5353565575711817,65
67,725,"0101000020BB0B00008E7BC86F45620C40D21A0F6CF7B72040","2021-12-13 12:09:38.669",9,0.5246508653482949,66
67,726,"0101000020BB0B00007A4EC53305620C40181718A719B72040","2021-12-13 12:09:38.776",9,0.5238437826324503,67
67,727,"0101000020BB0B0000600B5ABEE8580C40F4B15D6649B52040","2021-12-13 12:09:38.848",9,0.5183362586925763,68
67,728,"0101000020BB0B00000C6BD636B0370C40CAFBA2B3ECAC2040","2021-12-13 12:09:38.919",9,0.49693975542590385,69
67,729,"0101000020BB0B000068B0C93C054A0C40BCFF7C660CA32040","2021-12-13 12:09:39.026",9,0.4980694849487928,70
67,730,"0101000020BB0B000093EAFC33E5620C4067BAB53186A42040","2021-12-13 12:09:39.098",9,0.510454655143262,71
67,731,"0101000020BB0B0000247C1DF5078E0C403B5526EDD5AA2040","2021-12-13 12:09:39.169",10,0.5170840109941883,72
67,732,"0101000020BB0B0000C935A77E188D0C400C1608138BA62040","2021-12-13 12:09:39.276",10,0.514478908982949,73
67,733,"0101000020BB0B0000AC188E83BA860C401A9876D4D0A32040","2021-12-13 12:09:39.348",10,0.515534650145119,74
67,734,"0101000020BB0B00000C23597A22590C400A8CC806209E2040","2021-12-13 12:09:39.419",9,0.5017231389874668,75
67,735,"0101000020BB0B0000A863E1DFFB7F0C40A1EE5BEFC7B42040","2021-12-13 12:09:39.526",10,0.5308491693680477,76
67,736,"0101000020BB0B00004B6A8D3ED1810C4080D2361BF4AB2040","2021-12-13 12:09:39.598",10,0.5234326232218579,77
67,737,"0101000020BB0B00002E65979E98880C40D72CA9D551B62040","2021-12-13 12:09:39.669",10,0.5281951547561673,78
67,738,"0101000020BB0B0000D738C78B09B60C40CAB89B7626DC2040","2021-12-13 12:09:39.776",10,0.5431249815428422,79
67,739,"0101000020BB0B0000E2AEF8C1F49B0C4086B795C063DA2040","2021-12-13 12:09:39.847",10,0.5522043541149132,80
67,740,"0101000020BB0B000086A3C9668E800C4042F5DD4415DB2040","2021-12-13 12:09:39.919",10,0.5644090740081301,81
67,741,"0101000020BB0B0000A67D96EC4A6D0C40C548B7CEE4CA2040","2021-12-13 12:09:40.026",9,0.5457027228336948,82
67,742,"0101000020BB0B00004ECFFBB14E620C40E18C1DF8E7BA2040","2021-12-13 12:09:40.098",9,0.5270600066457197,83
67,743,"0101000020BB0B0000C130A58711730C406800D70E1CB72040","2021-12-13 12:09:40.169",9,0.5314557355775539,84
67,744,"0101000020BB0B0000950266B6E9BC0C40A0E9568830D92040","2021-12-13 12:09:40.276",10,0.5372283822072232,85
67,745,"0101000020BB0B0000D52363FC3CC50C40380F49CA53DF2040","2021-12-13 12:09:40.347",10,0.5401803334729359,86
67,746,"0101000020BB0B0000B39B852494CF0C40218CCE45A6F02040","2021-12-13 12:09:40.419",10,0.5551773399140074,87
67,747,"0101000020BB0B00008A64284DD8F10C40FCBE1520EEFD2040","2021-12-13 12:09:40.526",10,0.5577872256853373,88
67,748,"0101000020BB0B0000781AEC1607340D4096C1D61D9C0B2140","2021-12-13 12:09:40.669",10,0.5512080303728635,89
67,749,"0101000020BB0B0000804FD97028750D40085FADCACF212140","2021-12-13 12:09:40.776",10,0.5605657199640761,90
67,750,"0101000020BB0B0000DBD6C17B2B500D40BA16B1905E242140","2021-12-13 12:09:40.847",10,0.5762784283061272,91
67,751,"0101000020BB0B0000272929589B3F0D4034D800304E312140","2021-12-13 12:09:40.919",10,0.6005587890090455,92
67,752,"0101000020BB0B0000ECB969F8E5530D40339A09FE0B332140","2021-12-13 12:09:41.026",10,0.5967058022842924,93
67,753,"0101000020BB0B000021A04290414E0D40DA8C1C273A2B2140","2021-12-13 12:09:41.097",10,0.5869109452213975,94
67,754,"0101000020BB0B0000CFCEE547D5550D4055D9C72DF4262140","2021-12-13 12:09:41.169",10,0.5782016547590594,95
67,755,"0101000020BB0B0000A931340143570D40F93A8FB2ED302140","2021-12-13 12:09:41.276",10,0.5924838780724357,96
67,756,"0101000020BB0B0000F16CE3F4983C0D4035DEFCC5E0412140","2021-12-13 12:09:41.347",10,0.6262775566559294,97
67,757,"0101000020BB0B0000CED5E697842C0D40803E00471F542140","2021-12-13 12:09:41.419",10,0.6590718391702921,98
67,758,"0101000020BB0B0000A625D569543B0D4037EB4E71286C2140","2021-12-13 12:09:41.526",10,0.6926352968277943,99
67,759,"0101000020BB0B0000B8AADFF9F3460D40D32AD7686C6E2140","2021-12-13 12:09:41.597",10,0.6930576456324959,100
67,760,"0101000020BB0B00000F8A674ED8820D4064F9B3FA10932140","2021-12-13 12:09:41.668",10,0.738542374916397,101
67,761,"0101000020BB0B0000B2570E98278A0D40BBA335404DAB2140","2021-12-13 12:09:41.775",10,0.7785308592285703,102
67,762,"0101000020BB0B0000EBBA8F82204F0D40187028F82DA92140","2021-12-13 12:09:41.847",10,0.7885653936963859,103
67,778,"0101000020BB0B0000C2410743C0860C40D40CA0C631882140","2021-12-13 12:09:43.168",10,0.7890424951234156,104
67,1119,"0101000020BB0B0000582A868D17990F4080396504A49C2140","2021-12-13 12:10:11.839",10,0.670475645847128,105
67,1123,"0101000020BB0B000081ACCC90E69D0F40082690B3BDAC2140","2021-12-13 12:10:12.161",10,0.7012522262155844,106
67,1124,"0101000020BB0B0000ACCBE57F81750F4029E30A39A1A22140","2021-12-13 12:10:12.268",10,0.6848135081274198,107
67,1125,"0101000020BB0B0000F70A82B2A3330F402A1B329B3E8E2140","2021-12-13 12:10:12.339",10,0.6522529275448243,108
67,1126,"0101000020BB0B0000DF1F861957120F40A6BF075AEB882140","2021-12-13 12:10:12.411",10,0.6461206950032161,109
67,1127,"0101000020BB0B00000280A5B745E50E40130BA4530C6F2140","2021-12-13 12:10:12.518",10,0.603915410992383,110
67,1130,"0101000020BB0B0000EA6CD58F006B0E40428F9C5378F22040","2021-12-13 12:10:12.768",10,0.41311114059939386,111
67,1131,"0101000020BB0B00008192BDF5F52E0E40DB6DF292FFDB2040","2021-12-13 12:10:12.839",10,0.398692370055789,112
67,1132,"0101000020BB0B00003A76619486160E40ED8E559AE5C52040","2021-12-13 12:10:12.911",10,0.3779184452706084,113
67,1133,"0101000020BB0B0000ACB6CDF7301B0E40AEF62AF0CAB22040","2021-12-13 12:10:13.018",10,0.3531719090775928,114
67,1134,"0101000020BB0B0000946B27C3E6040E400408644AFE842040","2021-12-13 12:10:13.089",10,0.3196888047933862,115
67,1135,"0101000020BB0B0000923D8C62FDF50D40D8A74C844E712040","2021-12-13 12:10:13.161",10,0.3147821455094951,116
67,1136,"0101000020BB0B00003E7EE4C6AB040E40EE5F3338C96C2040","2021-12-13 12:10:13.268",10,0.3057175125928607,117
67,1137,"0101000020BB0B0000430FB285E6F50D4040FE5C362A5C2040","2021-12-13 12:10:13.339",10,0.3071691234372129,118
67,1138,"0101000020BB0B0000E0476F9271260E4030C9BF38306A2040","2021-12-13 12:10:13.411",10,0.28850793315003104,119
67,1139,"0101000020BB0B000050496BA618420E406F4B612867552040","2021-12-13 12:10:13.518",10,0.2687824455789122,120
67,1140,"0101000020BB0B00009EFE7E5A054C0E409A7E3591763F2040","2021-12-13 12:10:13.589",10,0.263569646434939,121
67,1141,"0101000020BB0B0000F172AC67698D0E401CB1FF1C4B2A2040","2021-12-13 12:10:13.66",10,0.23871770178393964,122
67,1142,"0101000020BB0B00004816E0ABA19C0E40AF2D10368C002040","2021-12-13 12:10:13.767",10,0.26477402864157595,123
67,1143,"0101000020BB0B0000CFA0681C70790E40DC550FA63D0E2040","2021-12-13 12:10:13.839",10,0.266845036562466,124
67,1144,"0101000020BB0B000094E1EC0B9F980E4036685EF22B252040","2021-12-13 12:10:13.91",10,0.2362124291368859,125
67,1145,"0101000020BB0B0000EFBA8C1ACFE50E40C9FCAF858C3A2040","2021-12-13 12:10:14.018",10,0.18996099442721193,126
67,1146,"0101000020BB0B0000ADB51617BA0E0F40E9F3F7BFB9432040","2021-12-13 12:10:14.089",10,0.16815140408107182,127
67,1147,"0101000020BB0B00007F0B9CEC47FB0E40D12514F885802040","2021-12-13 12:10:14.16",10,0.20761878936122274,128
67,1148,"0101000020BB0B0000DAA3910CF4FE0E40FF018A6095AA2040","2021-12-13 12:10:14.268",10,0.2587839089774421,129
67,1149,"0101000020BB0B00000D2D5D1A9E0D0F40CAEED218CDD32040","2021-12-13 12:10:14.339",10,0.31875770997083347,130
67,1150,"0101000020BB0B00005BEB15C1CC3B0F40804F133CDBEF2040","2021-12-13 12:10:14.41",10,0.3566346737348724,131
67,1151,"0101000020BB0B000076A5BEE9D8610F40AC8DD3CA03EE2040","2021-12-13 12:10:14.517",10,0.3461036162002448,132
67,1152,"0101000020BB0B0000EC43F5FAE3770F4066C0182252EB2040","2021-12-13 12:10:14.589",10,0.33735053942190324,133
67,1153,"0101000020BB0B0000163BA99A59670F4069C7FA142BF92040","2021-12-13 12:10:14.66",10,0.3655259940919843,134
67,1154,"0101000020BB0B0000162CFC6AAE650F40B3E3CB22FB102140","2021-12-13 12:10:14.767",10,0.40980772556664236,135
67,1155,"0101000020BB0B00009CC586F7ED720F402889EE201D252140","2021-12-13 12:10:14.839",10,0.44563747950104105,136
67,1156,"0101000020BB0B0000D4A0F91D0A7E0F4005387CDFAC402140","2021-12-13 12:10:14.91",10,0.4964571743158457,137
67,1157,"0101000020BB0B0000BD35476A998B0F40B813DA1D03552140","2021-12-13 12:10:15.017",10,0.5338391235181467,138
67,1158,"0101000020BB0B00007A0250967B9F0F408A8656281F4B2140","2021-12-13 12:10:15.089",10,0.5130006868952289,139
67,1159,"0101000020BB0B0000FA8C7FC6DA990F40BD1AC712F23F2140","2021-12-13 12:10:15.16",10,0.4921348773180307,140
67,1160,"0101000020BB0B0000E025DD16E3870F40DBA3FE9B1F3B2140","2021-12-13 12:10:15.267",10,0.48480688247314924,141
67,1161,"0101000020BB0B0000E09DAC36626F0F40ACCED9E246392140","2021-12-13 12:10:15.339",10,0.48413395998413744,142
67,1162,"0101000020BB0B00007E55A53810580F403EA030DC45372140","2021-12-13 12:10:15.41",10,0.4833291929872118,143
67,1163,"0101000020BB0B0000D5B72F754C6E0F4026E6B40BD0402140","2021-12-13 12:10:15.517",10,0.49853016285599905,144
67,1164,"0101000020BB0B00006B12099C7E720F401B2F189CE8422140","2021-12-13 12:10:15.589",10,0.5020121203622672,145
67,1165,"0101000020BB0B000042D6FCEBE5520F408591E7A70D422140","2021-12-13 12:10:15.66",10,0.504284065891187,146
67,1166,"0101000020BB0B0000A56064E589610F406157AA9B00382140","2021-12-13 12:10:15.767",10,0.483460472052683,147
67,1167,"0101000020BB0B0000AB5DB091F9700F40D687FBA6AF2E2140","2021-12-13 12:10:15.838",10,0.4639284048822782,148
67,1168,"0101000020BB0B0000D63239D5DB700F400969B4D182322140","2021-12-13 12:10:15.91",10,0.4711637084002103,149
67,1169,"0101000020BB0B0000EA2BF7E3EB540F404AC3F45B87272140","2021-12-13 12:10:16.017",10,0.45427422312224053,150
67,1170,"0101000020BB0B00000A3C47C9A9320F40E6AD854CC11C2140","2021-12-13 12:10:16.089",10,0.4396381982327435,151
67,1171,"0101000020BB0B0000888923D58B1D0F408573608DF30E2140","2021-12-13 12:10:16.16",10,0.4182530858541384,152
67,1172,"0101000020BB0B0000E74AFEB1D1300F402BDCAE594D0C2140","2021-12-13 12:10:16.267",10,0.40991727506063247,153
67,1173,"0101000020BB0B0000E9EA41C0044C0F4040CF6C3D3F0C2140","2021-12-13 12:10:16.338",10,0.4051066014079284,154
67,1174,"0101000020BB0B0000FD3EE068E1520F409312BB22650F2140","2021-12-13 12:10:16.517",10,0.4097811587191808,155
67,1175,"0101000020BB0B00009F72F571C5A00F401E5F52E4D1142140","2021-12-13 12:10:16.588",10,0.40920468938996163,156
67,1176,"0101000020BB0B00005B20371F8A1010408C3CE0021F022140","2021-12-13 12:10:16.66",10,0.3627255852821863,157
67,1177,"0101000020BB0B0000FD842ADD94021040B6A8C0D76D022140","2021-12-13 12:10:16.767",10,0.3648467935922057,158
67,1178,"0101000020BB0B0000F81E387276DC0F40A63069C65A002140","2021-12-13 12:10:16.838",10,0.36397841454753577,159
67,1179,"0101000020BB0B0000757D266843B00F40495DE129A0032140","2021-12-13 12:10:16.91",10,0.37478588064263413,160
67,1180,"0101000020BB0B0000AE961B69BDA20F40D2EA8B3E84FE2040","2021-12-13 12:10:17.017",10,0.36676432210225474,161
67,1181,"0101000020BB0B00006383F08F34B30F40745C6ADA26FE2040","2021-12-13 12:10:17.088",10,0.3640610003746274,162
67,1182,"0101000020BB0B00003FF979ACA0B10F40F22789C557F12040","2021-12-13 12:10:17.16",10,0.34002922335858055,163
67,1183,"0101000020BB0B00003EBC9EBF75B10F40ED0478BA2FF62040","2021-12-13 12:10:17.267",10,0.34919438435680866,164
67,1184,"0101000020BB0B0000727C64118B950F408F0566D647F42040","2021-12-13 12:10:17.338",10,0.3493278827481612,165
67,1185,"0101000020BB0B00003355B6230A800F40E4B8306E29EB2040","2021-12-13 12:10:17.41",10,0.3357050529322229,166
67,1186,"0101000020BB0B0000685E165EA7770F4076B24AD0EBDD2040","2021-12-13 12:10:17.517",10,0.31296172931648225,167
67,1187,"0101000020BB0B0000DD3F52AA7D8F0F409C2365C360D32040","2021-12-13 12:10:17.588",10,0.28953293738571856,168
67,1188,"0101000020BB0B0000694CF64BEAAD0F409642DC6A74C92040","2021-12-13 12:10:17.659",10,0.2661726246847071,169
67,1189,"0101000020BB0B0000502269BCF48F0F40B0F191DA69C02040","2021-12-13 12:10:17.766",10,0.2552711307314653,170
67,1190,"0101000020BB0B00000250AF69246B0F405300FCDFBFC32040","2021-12-13 12:10:17.838",10,0.2689369820369071,171
67,1191,"0101000020BB0B00003CDC343FEC4B0F4010BABA940ECA2040","2021-12-13 12:10:17.909",10,0.2869636928584358,172
67,1192,"0101000020BB0B0000236A265F0F250F407BCEFD0BE0C02040","2021-12-13 12:10:18.017",10,0.28149424116129845,173
67,1193,"0101000020BB0B0000DED2BC84F9120F408544460A6ABA2040","2021-12-13 12:10:18.088",10,0.276313236767799,174
67,1194,"0101000020BB0B00000E431DD2C9210F40B8FE923965B62040","2021-12-13 12:10:18.159",10,0.26569635288365906,175
67,1195,"0101000020BB0B0000CE8BE0AA283D0F40D14215C1D7C22040","2021-12-13 12:10:18.267",10,0.27838091850435126,176
67,1196,"0101000020BB0B00006877CF4683770F403E7B83AF8AC02040","2021-12-13 12:10:18.338",10,0.260618356259779,177
67,1197,"0101000020BB0B000078C423BEB1780F403C1BFDA720D62040","2021-12-13 12:10:18.409",10,0.29869130112052666,178
67,1198,"0101000020BB0B00002A74D6E2E9BB0F407CF4A36580D02040","2021-12-13 12:10:18.516",10,0.27703259324035867,179
67,1199,"0101000020BB0B0000C4EC6E192B02104027A5DD880EC72040","2021-12-13 12:10:18.588",10,0.25040347072307845,180
67,1200,"0101000020BB0B0000F83233207D2D104046F254E183BA2040","2021-12-13 12:10:18.659",10,0.22135769149512816,181
67,1201,"0101000020BB0B000010A56377744210405B0468A6A5B62040","2021-12-13 12:10:18.766",10,0.2142511137356441,182
67,1202,"0101000020BB0B000030B8E925FB4E10404241D40992B62040","2021-12-13 12:10:18.838",10,0.21529910117973852,183
67,1203,"0101000020BB0B00003CA75C6CA72F10400D56D89418C92040","2021-12-13 12:10:18.909",10,0.24978967100574703,184
67,1204,"0101000020BB0B000094004AB89711104092292160F8CA2040","2021-12-13 12:10:19.016",10,0.255542505502892,185
67,1205,"0101000020BB0B00003BBE846F82EE0F40C1F192B7A1C42040","2021-12-13 12:10:19.088",10,0.24805298699413997,186
67,1206,"0101000020BB0B000030ABD7CAB4E40F403DE657DF9FBC2040","2021-12-13 12:10:19.159",10,0.23413400735145792,187
67,1207,"0101000020BB0B0000FA6B71236D920F4062AF30AE5BC72040","2021-12-13 12:10:19.338",10,0.26722960474497864,188
67,1208,"0101000020BB0B0000B04E3CC17F4F0F40302E038160D72040","2021-12-13 12:10:19.409",10,0.3092565444519385,189
67,1209,"0101000020BB0B0000653A915A05780F401659FA4137EA2040","2021-12-13 12:10:19.516",10,0.33530377562983366,190
67,1210,"0101000020BB0B000097A936754A4B0F40D9FF1E8148EC2040","2021-12-13 12:10:19.588",10,0.3471969770933122,191
67,1211,"0101000020BB0B0000CA61C6FA3C370F4033C9720C68E52040","2021-12-13 12:10:19.659",10,0.3390776081678676,192
67,1212,"0101000020BB0B0000E0AA2157393D0F404C191A643CEF2040","2021-12-13 12:10:19.766",10,0.3552444291824521,193
67,1213,"0101000020BB0B00000D67839D5B350F40B692B8CB91F22040","2021-12-13 12:10:19.837",10,0.36275731762010094,194
67,1214,"0101000020BB0B0000A3D6753BD3220F408816CA0BB5FA2040","2021-12-13 12:10:19.909",10,0.38096915346827276,195
67,1215,"0101000020BB0B0000C77A2905471F0F40522D6B3620FA2040","2021-12-13 12:10:20.016",10,0.3806598128647886,196
67,1216,"0101000020BB0B0000AD8B8992F6200F4030F00EA26BFC2040","2021-12-13 12:10:20.088",10,0.3843914363652549,197
67,1217,"0101000020BB0B000020F02C4078090F40C2C0FDB80FE42040","2021-12-13 12:10:20.159",10,0.3471216036546424,198
67,1218,"0101000020BB0B00003DD0A33163D50E407016DE6173D52040","2021-12-13 12:10:20.266",10,0.33668875358356193,199
67,1219,"0101000020BB0B0000F88397D28A8C0E401EC374F4CDBE2040","2021-12-13 12:10:20.409",10,0.3260073933958212,200
67,1220,"0101000020BB0B0000CE1F4175699D0E40E591CAE52BD12040","2021-12-13 12:10:20.516",10,0.34684481836076764,201
67,1221,"0101000020BB0B000069F5AC6C76D10E4041F892855CE42040","2021-12-13 12:10:20.587",10,0.36182131177675986,202
67,1222,"0101000020BB0B00008CDFD148980A0F40862DBF3ED6F92040","2021-12-13 12:10:20.659",10,0.3845001584755932,203
67,1223,"0101000020BB0B000058B09394FEFC0E40CD7B32988B002140","2021-12-13 12:10:20.766",10,0.39918837215383457,204
67,1224,"0101000020BB0B000076817D91AEE40E407355615E8CF72040","2021-12-13 12:10:20.837",10,0.389110388950668,205
67,1225,"0101000020BB0B0000EB7ACE3589EA0E4011DB4933BC002140","2021-12-13 12:10:20.909",10,0.4035830401917741,206
67,1226,"0101000020BB0B000043A6CE37A4DD0E408EEDBC36BB022140","2021-12-13 12:10:21.016",10,0.40995685081330474,207
67,1227,"0101000020BB0B000089E773A258130F40D01998842AF72040","2021-12-13 12:10:21.087",10,0.37793586254467904,208
67,1228,"0101000020BB0B00006D3B5FC881010F40E05C3786C9E22040","2021-12-13 12:10:21.159",10,0.34689229137092,209
67,1229,"0101000020BB0B00008EFF231A67180F4014F0C9F835E52040","2021-12-13 12:10:21.266",10,0.3455790831272383,210
67,1230,"0101000020BB0B00007FD5E1FAE9240F40AE66CC6596EA2040","2021-12-13 12:10:21.337",10,0.3521064405799735,211
67,1231,"0101000020BB0B0000A1C94FDF171E0F406B3248CE30EA2040","2021-12-13 12:10:21.409",10,0.3529130944941828,212
67,1232,"0101000020BB0B000038A842E898210F403C64EB9A5CF12040","2021-12-13 12:10:21.587",10,0.3646989064837087,213
67,1233,"0101000020BB0B0000B088F912692B0F40E28E298D8CE52040","2021-12-13 12:10:21.658",10,0.34188708156711917,214
67,1234,"0101000020BB0B0000EF820F2CDC570F40DE609A7FA5F02040","2021-12-13 12:10:21.765",10,0.35268622866885196,215
